Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
29-mai-2012	2	1,9	2,5	1,2	0,7	1,8	1,4	1	0,8	1	1,2	0	1,7	2,5	2	3,9	4,9	4,7	4,2	3,5	2	1,8	3,1	1,9
30-mai-2012	0,8	2	0	1,7	3,1	2,6	3,6	3,7	4,3	2,7	4,7	3	4,6	4,3	6,9	7	5,8	6,9	6,5	6,4	5,7	3,9	5	5,2
31-mai-2012	1,8	2	2,4	3,2	2,7	2,3	2,3	1,8	2,4	2,5	1,8	2,2	1,7	3	2,6	2,6	2,5	2,4	2,3	2,6	0,3	0	0	1,6
01-jun-2012	1,5	1	1,5	1	2,1	3,1	1,7	2,3	2,5	2,4	2,5	2,9	3,6	3,4	3,1	2,6	3,7	3,6	2,4	2,2	1,7	2	0,1	0
02-jun-2012	1,3	0	1,9	1,6	2,4	3,9	3,9	2,2	2,5	2,4	2,4	2,2	2,5	5,4	5,1	5	4,7	4	4,3	3,9	2,3	1,8	3,2	2,3
03-jun-2012	1,5	2,3	1,3	1	2	3,8	3,5	3,4	3,1	4,1	3,5	5,6	6,2	6,6	8	7,7	6,5	7,5	7	5,7	5,3	5,3	3,8	2,1
04-jun-2012	1,3	1,8	1,7	2,1	2	2,6	2,7	2,4	3,2	1,5	3,6	1,8	1,9	1,5	2,3	2,4	2,9	4,2	2,9	1,6	1,8	2,1	2	1,5
05-jun-2012	1,4	0	0	2,1	1,4	1,5	2,1	2,1	2,3	2,2	2,3	3,3	3,1	3,8	4,2	4	4,2	5,3	4,8	3,4	3,7	2,1	1,4	1,6
06-jun-2012	1,5	1,4	0	0	0	1	1,1	1,2	1,3	2	1,2	1,4	2,2	1,8	3,4	3,3	4,3	5,3	5,9	5,2	2,9	2,6	2,5	1,4
07-jun-2012	1,8	6,2	9,3	9,7	7,1	5,5	5,7	4,1	5,1	5,2	4,9	5,5	5,5	6,5	6,4	6,4	6,4	5,8	6,9	5,4	4,1	2,3	2,1	1,1
08-jun-2012	1,2	1,2	1,1	1,3	1,5	1,2	2	1,7	1,5	1,8	2,1	2,8	3,5	3,8	4,2	3,7	5,4	4,7	4,4	3,9	3	1,9	2,3	1,7
09-jun-2012	1,8	1,2	1,7	1,4	1,9	1,9	1,7	1,9	1,6	1,8	1,6	1,6	1,5	0,5	1,6	3,7	4,4	4,6	5,8	6,2	6,6	6,9	7,9	7,7
10-jun-2012	5,3	4,3	5,5	5,4	4,6	3,5	4,8	4,3	4,1	1,6	3,8	1,7	2,1	1,8	1,9	2,5	2,4	2,5	1,6	2	2	1,9	1	1,2
11-jun-2012	0	1	1,9	2,2	3	2,4	2,8	2,1	1,6	2	1,3	1,3	3,1	2,3	3,6	2,2	2,1	1,3	1,6	1,7	1,2	1,7	1,8	0
12-jun-2012	1,3	1,3	1	0	1,6	1,4	1,8	1,7	1,7	1,9	1,5	1,8	2,6	3,8	5	5	4	3,6	4,3	3,3	3,5	3,4	3,9	5,1
13-jun-2012	5,2	5,4	6,8	5,2	5,5	4,7	5,5	6,2	6,5	6,7	5,9	5,7	6,1	5,4	5,4	5,7	5,1	5,2	5,2	5,6	5,3	4	4,3	5,2
14-jun-2012	5	5,4	5,8	4,3	5,3	4,6	5,6	5,8	3,6	3,6	4,1	1,5	3,1	2,5	3,5	3,8	3,4	3,1	4	3,5	3	3,1	4,9	5,3
15-jun-2012	5,2	4,8	6,1	1,3	3	1,7	2,9	4,1	4,5	3,9	4	4,3	4,8	4,6	4,6	5	5,7	3,9	3,6	2,7	0	0,8	1	0,7
16-jun-2012	0	1	0,7	1,3	3,3	1,1	0,8	0,4	0	1,5	2,1	1,2	2,5	4,8	3,8	4,8	5,5	4,8	5,1	3,5	5,7	4,5	4,2	3
17-jun-2012	3,6	2,6	3,2	2,6	3,2	2,3	2,3	1,4	1,9	1,4	1	1	1	1,1	0,3	2,6	3,6	5,3	6,2	6,4	6,8	6,3	6,1	5,1
18-jun-2012	4	6	5,6	1,3	6,5	7,1	6,7	5,5	1,6	2,3	2,5	2	1,9	3,8	4,2	4,8	5,1	4,3	3,9	2,4	2,6	1,5	2,3	1,5
19-jun-2012	3,2	3,3	2,3	2,5	3,4	3,5	3,6	2,4	1,2	1,7	2,4	1,7	2,8	2,4	2,5	2,4	3,7	3,7	3,3	3,4	3,2	3,7	1,8	2,6
20-jun-2012	2,2	2,4	2,6	1,2	2,6	0	1,8	1,6	0,8	1,8	2,9	1,9	2,4	2,3	2,4	3,5	2,7	2,7	1,9	1,9	3	2,7	1,6	1,8
21-jun-2012	1,7	1,6	0	1,1	0,9	0	0	0	0	3,9	4,5	3,1	4,5	4,8	4,8	4,4	4,2	4,3	4,4	4,8	6	4,9	4,9	4,6
22-jun-2012	4,2	3,9	3,4	3,8	4,5	5,3	4,9	4,3	4,4	2,8	2,4	0	2,5	3,8	2,9	2,4	3,4	6,5	3,7	4,9	4,9	2,9	3,5	3,2
23-jun-2012	3,3	3,8	4	2,3	2,6	2,6	2,5	2	2,8	2,1	1,3	0,5	2,7	3,3	4,3	3,4	2,9	3,4	3,9	3,8	2,4	3,2	3,5	3,3
24-jun-2012	3,5	1	2,7	2,4	1,7	1,8	2,4	3,2	2,8	3,2	2	1,3	1,7	1,2	1,1	1,2	1,3	2,1	2,3	2,1	2,5	1,4	0	1,7
25-jun-2012	2,5	1,8	0	0	1,6	3	3,4	3	2,7	2,9	2,8	2,5	3,6	3,5	3,4	3,1	2,9	3,2	3,5	2,2	3,4	3,3	4,5	4,8
26-jun-2012	4,9	5,7	6,9	7,8	8,7	9	9,3	8	7,1	6,5	7,3	6,5	6,3	7,5	6,4	5,4	6,6	5,6	5,8	5,9	5,3	3,8	4,4	3,6
27-jun-2012	3,1	2,3	2,4	1,4	1,2	0,3	1,5	0,8	0	1,4	2,5	3,1	0	1,2	0,5	0,9	1,9	2,2	3,1	2,5	2,1	3,1	2,6	3,1
28-jun-2012	3,5	2,7	1,9	2,3	4	4	4,8	3,9	3,9	3,1	2	1,1	1,2	0,7	1,7	1,9	2,9	3,9	3,9	4,2	2,9	2,9	3,9	3,2
29-jun-2012	2,9	2,3	1,4	2,3	0,6	1,8	1,5	2,1	0,5	1	0,8	1,4	1,9	2,7	3,9	2,4	2,5	3,8	2,2	2,7	4,2	4,5	1,2	2,6
30-jun-2012	1	1,5	2,3	1,5	1,7	4,1	4,7	4,1	2,2	1,8	1,8	2,5	2,6	2,1	3,2	3,2	4,2	4,1	4,3	3,1	2,1	1	5,2	3,4
01-jul-2012	4,6	4,3	3,8	3,9	3,9	3,6	4,3	3,6	3,5	1,5	1,5	0,1	1,8	1,7	1,1	3,3	3,4	3,4	3,8	4,1	2,8	3	4,8	0,1
02-jul-2012	1,6	0	0,3	0	1,1	0,9	0	0	2,6	2,1	1,2	0,2	0	1,8	2,8	3,6	2,7	3,6	3,2	2,6	3,1	2,3	1,4	2,9
03-jul-2012	2,5	4,4	6,1	5	4,4	5,2	3,7	3,1	3,8	3,7	2,3	2,2	1,5	1,5	0,2	1	2,7	3,2	3,4	2,6	2	0,4	1,5	2,6
04-jul-2012	4,2	3,1	4,4	3,9	3,8	3,5	2,4	4,1	4,6	5,7	5,5	6,9	5,6	5,8	6	6,4	4,7	NULL	5,6	5,6	3,5	2,9	1,2	2,5
05-jul-2012	2,1	1,9	2	3,3	3	3,5	3,2	1,9	3,1	4,5	4,5	2,2	6,9	6,3	4,2	3,3	2,3	1,8	3,1	3,6	3	2,7	4,6	4
06-jul-2012	3,3	1,1	1,7	2,3	1,2	1,2	1,4	0,4	0,9	1,3	9	8,9	10,4	4,9	4,9	4,2	4,4	3,5	2,2	1,9	5	9,7	8,5	6,9
07-jul-2012	5,8	5,9	5	3,8	4,1	4,7	4,8	3,4	5,5	4,6	4,9	4	3,9	4,4	3,5	4,8	4,7	5,5	4,2	4,7	4,7	4,5	5,2	4,8
08-jul-2012	4,6	4,2	3,9	3,3	2,9	3,2	1,8	1,8	2,2	3	2	1,6	2,2	2,2	2,3	2,8	1,8	2,2	2,6	1,8	3,4	5,6	5,3	4,7
09-jul-2012	5,6	5	2,8	3,1	2,8	1,6	1,1	3	4,6	5,2	5,4	4,6	6,4	7,4	6,8	6,2	6,6	6,7	4,9	5,1	4,8	5,4	4,5	3,3
10-jul-2012	1,5	1,1	0,1	3,3	4,2	3,3	0,7	1	1,9	3,4	4	3,4	3,9	3	4	4,3	4,1	1,6	2,6	2,1	0	2,8	4,2	3,9
11-jul-2012	5,1	3,9	4,9	3,6	4,4	3,5	4	3,4	3,9	3,8	2,2	1,4	1,9	3,2	2,9	2,5	2,9	2,3	3,6	3,5	2,1	2,4	1,2	1,8
12-jul-2012	1,5	1	1	0	0,2	0	1,2	0,6	0	2,1	2,1	3,7	2,7	2,9	4,1	5,2	5,7	4,6	5,7	7,2	4,4	3,4	3,6	5,1
13-jul-2012	4,4	2,8	3,5	4,6	4,7	5,2	5,5	3,9	3,5	2,6	2,7	3	5	5,1	6,3	7,7	7,8	10,1	7	7	4	2,2	1	1,5
14-jul-2012	1,2	1,3	0	1,5	2,2	2	1,8	1,9	2,2	3	2,8	3	4,3	6,4	5,5	7,4	7,6	7,6	7	5,8	5,2	4,9	3,3	2,2
15-jul-2012	2,4	2,9	3,8	3,3	2,5	2,6	2,2	2,8	3,4	2,9	3,1	4,1	5,2	4,1	4,8	5,4	5,6	5,2	5,2	3,8	3,9	3,7	3	2,9
16-jul-2012	2,1	3	2,4	3,2	3,6	3,2	3,5	2,8	3,2	2,4	2,3	3,2	4	3,3	3,2	3,3	2,5	1,7	2,3	4,8	4,6	5,2	4,4	4
17-jul-2012	3,4	4	4	4	4	3	0	0	0,7	1,5	0,9	1,2	1,7	1,6	1	1,6	1,7	2,3	2,8	2,8	2,2	2,7	1,7	2
18-jul-2012	2,5	3,8	3	3,7	4,1	4,4	2,8	2,4	3,3	3,6	3,2	4,3	4,2	5,3	4,9	5,8	6,4	6,9	5	5,6	3,9	2,2	2	2
19-jul-2012	2	2,3	3	2,6	2	2,1	1,2	1,7	NULL	2,4	3,5	3,3	3,4	3,5	4,7	4,7	3,9	4,3	3,7	NULL	2,1	0,1	0,8	1,8
20-jul-2012	1,7	1,3	2,3	2,8	2,8	1,8	1,5	2,5	1,7	0,9	2	1,4	1,9	1,5	2	4	4,4	4,8	3,9	4,3	4,4	3	1,6	2,3
21-jul-2012	2,1	2,2	2,4	2	1,6	2,5	1	1,9	1,1	0,9	2,1	1,1	0,1	0	2,3	3,4	3,1	3,4	4	4,8	3,3	0,9	1,8	0,2
22-jul-2012	0,7	1,8	1,7	2,9	0,6	2	2	3,1	3,2	3,2	2	1,6	3	3,6	3,6	3	2,7	4,9	4,5	3,7	3,8	3,2	1,7	3
23-jul-2012	1,8	1,8	1,5	1,4	1,3	1,7	2,1	2,7	3,9	4,5	5,1	5,6	6,6	6,9	7,1	7,7	8,3	7,9	8,4	7,7	7,7	7,4	5,6	5,6
24-jul-2012	5,8	6,2	5,9	4,9	3,4	1,1	2	1,7	0	0	0,5	1,4	0,2	2	1,6	1,5	2,4	2,8	3,4	4,5	4,8	3,6	4,7	5,2
25-jul-2012	3,1	3,9	4,7	5,5	5,8	5,4	5,4	5,7	6,4	4,7	5,3	4,4	4,5	4,1	2,8	3,1	1,7	2,6	2,4	2,5	2,4	2,7	2,3	4,3
26-jul-2012	4,4	4,9	5,6	6,5	6,4	5,8	3,5	1,9	2,3	1,9	2,3	2,6	4,4	4,1	5,1	5,2	4,8	5,3	5,1	4	4,3	3,7	3	2,8
27-jul-2012	1,6	1,4	1,6	1,7	2,4	1,9	1,7	2,8	3,4	4,4	3,7	4,5	3,8	4,3	3,3	3,8	2,4	3,5	3,6	3,5	3,1	3,1	2,6	1,6
28-jul-2012	0	0	0	1,5	1,5	1,6	3	3,5	4,1	1,1	1,8	1,2	1,5	0,6	2,7	3,4	3,8	4,2	4,3	4,3	4	3,3	4	3,9
29-jul-2012	5	5,2	5,3	5,7	0,9	5,1	2,9	5,2	3,3	2,9	1,6	3,2	4,3	4,3	5,2	6,1	6,8	5,1	3,6	3,8	4	3,1	2,4	4,6
30-jul-2012	5,3	4,1	3,7	3,5	3,9	3,3	3,2	3,7	2,6	2,5	3,3	3	3,7	3,3	3	3,4	3,7	5	4	2,6	2	2,8	2,8	2,9
31-jul-2012	3,5	5,2	5,1	4,8	5,5	5,5	5,4	6,5	6,5	6	6,8	7,1	7,4	6,5	7,8	7,4	7,6	7,9	8,2	7,8	7,4	8,5	6,8	5,6
01-ago-2012	5,8	7,8	7,3	7,2	7,9	7,9	8,1	8,7	7,6	6	5	5,6	5,8	7,8	5,5	6,7	7	5,5	4,9	4,9	4,4	4,1	3,7	2,2
02-ago-2012	2,8	2	2,8	2,6	2,5	3,4	3,9	2,5	3,4	1,4	0	1,5	0,9	1,8	3,6	4,7	5,4	4,2	5,5	5,8	5,5	6,1	5,8	4,5
03-ago-2012	5	3,7	3,3	3,3	2,8	2,9	0,1	0,8	0	0,6	0,6	0	0	0,9	2,4	4,4	3,7	5,1	5,1	5,5	4,2	4,1	5,1	3,2
04-ago-2012	1,9	1,7	1,6	0	2	1,2	1	1,3	2,5	2	1,3	0	0,9	0	1,1	2,3	2	NULL	3,6	1,7	0	2,3	3,4	2,9
05-ago-2012	2,4	1,6	1,9	2,1	2,7	3,4	2,9	3,3	1,9	2,9	2,3	3,1	3,7	3,9	4,1	3,9	4,2	4,9	4,4	4,5	5	3,2	1,5	1,1
06-ago-2012	2,3	2,9	2,5	3,2	2,9	2,9	1,8	2,4	2,5	1,9	1,9	1,5	2,4	3,2	2,4	2,4	2,1	2	3,4	4,6	5,6	5,7	5,5	5,8
07-ago-2012	4,7	4,5	5,3	5,2	6,3	6,7	6,3	6,1	6,1	7,8	7,4	6,4	6,7	7,6	9,4	10	9	8,5	8,4	8,9	8,4	7,1	8,4	8,2
08-ago-2012	7,9	7,9	7,4	7,4	7,1	9,2	9,2	7,6	6,9	6,7	9,4	7,1	7,9	7,5	6,9	7,4	7,2	6,4	6,4	6,4	5,9	5,5	6,1	5,8
09-ago-2012	6,8	6,3	5,5	7,1	8,2	7,7	6,9	6,8	6	4,2	4,3	0,7	2,4	3	4,8	2,5	2	2,7	2,7	2,3	1,7	1,4	1	0
10-ago-2012	0	0	1	1,3	0,6	1,7	1,9	1,5	2,3	2	0,6	0	1	2	3,2	2,8	2,7	2,7	4,2	3,1	4	3,1	3,1	3,8
11-ago-2012	4,5	4,6	4,5	5,2	4,1	4,5	4,8	4,9	5	5,7	3,5	6,1	5,1	4,6	5,4	4,1	5,2	5,4	5,5	5,8	4,9	6,1	5,6	6,2
12-ago-2012	5,9	6,9	6,2	4,7	3,5	5,1	4,2	5,5	6	6	4,8	4	3,7	5,6	5,9	4,5	5,9	5,9	5,4	5,4	3,7	2,6	1,3	0
13-ago-2012	2,7	3,8	2,3	4	4,8	4,2	4,5	2,4	3,3	2,8	3,1	1,7	0,8	3	1,9	3	4,1	1,4	2,1	1	2,3	3,3	3,7	3,7
14-ago-2012	3,9	2,7	3,1	4,4	4,9	5,9	5,8	6,7	6,9	7,2	6,9	5,6	5,9	7	7,5	7,4	7,9	8,9	8,1	7,8	7,5	8,2	7,2	5,9
15-ago-2012	6,3	6,3	5,1	7,4	8,4	8,5	7,7	7,2	6,6	6,1	4,9	6,1	8,6	7,9	8,1	6,3	9,2	8,6	10,3	8,6	10,1	10,2	10,7	10,8
16-ago-2012	9,2	9,1	9,5	9,2	9,9	6,9	8,7	5,5	6,9	5,7	6,5	7,6	6,2	6,7	6,9	6,8	6,8	6,5	5,9	6,5	5,7	6,6	7,2	7
17-ago-2012	7,3	8,6	7,4	7,1	7,2	6,6	7,5	6,8	7,2	7,9	7,1	7,4	7,8	7,7	8,2	8,8	8	8	7,5	9,5	8	9,3	8,8	9,3
18-ago-2012	8,6	9,3	9,5	8,8	9	9,3	8,4	9,4	9,7	8,7	7,1	7,5	8,2	7,6	8,5	8,5	8,7	9,9	8,3	8,8	9,4	8,1	8	8,8
19-ago-2012	8,9	8,7	9,2	9,5	9	8,2	8,5	7,9	5,1	7,1	4,5	5,1	5	3,8	4,4	3,2	2,9	2,4	2,5	2,7	3,3	3,1	2,2	2,3
20-ago-2012	3,9	4,1	4,6	5,1	5,4	5,7	6,2	6,4	8,7	6,1	6,2	7,4	7,5	6,7	7,2	7,5	7,1	8,3	7,3	6,4	5,9	6	6,2	6,2
21-ago-2012	6,7	7,3	6,9	8,6	9,3	9,3	8,8	8,6	0,2	1,7	0	3,7	4	4,6	4,1	3,9	3,9	2,1	2	2,5	1,9	1,6	1,9	1,8
22-ago-2012	0,2	1,1	0	0,6	1,1	0,4	1	2,4	1,7	1,2	1,1	1,2	1,6	2,3	3,7	NULL	5	5,8	5,3	5,3	5,3	5,6	4,5	6,4
23-ago-2012	5,9	5,6	5,8	6,6	6,9	4,7	7,1	7,3	8,9	8,3	8,5	9	7,8	8,2	7,2	7,3	7,5	5,4	6,9	7,1	8	7,4	9,7	9,4
24-ago-2012	10,4	10,8	10,7	11	10,1	10,9	9,4	8,4	8,8	8,2	7,3	7	7,4	7,2	8,2	7,7	7,6	6,6	6,7	6,6	6,2	7,5	8,2	6
25-ago-2012	7,2	5,7	3,1	4,9	4,9	4,1	4,1	6,2	5,6	4,7	3	4,2	4,8	5,7	5,7	5,5	5,4	5,5	2,7	2,6	5	5	4,7	3,5
26-ago-2012	2,9	2,9	2,8	3,2	2,9	3	3,4	2,1	2	2,9	3,8	1,9	1,8	3,9	3,9	5,9	5,9	5,4	4,3	3,3	4,2	3,5	2,4	3,4
27-ago-2012	3,8	2	2,6	3,1	3,4	4,3	4,3	3,1	3,6	4,7	3,8	3,6	3,6	3	6,9	6,2	5,5	4,9	6,1	1,4	1,8	4	3	1,4
28-ago-2012	1,9	1	1	1,8	1,2	2,1	2,8	5,1	1,8	1,9	0,8	2,3	4	4,2	3,9	5	4,6	2,7	2,5	2,9	0	0	1,2	2,8
29-ago-2012	2,6	5,7	9,8	11,2	10,4	10,7	10,9	11,2	11,1	11,3	11,5	12,3	11,3	10,3	10,3	NULL	NULL	NULL	8,6	5,4	4,5	10,3	8,4	5,3
30-ago-2012	4,5	1,8	1,6	3	6,6	6,8	2,8	3,7	2,8	5,1	6,1	5,5	7,3	7,3	7,3	8,2	9,4	9,7	9,7	8,7	9,1	9,3	8,5	8,9
31-ago-2012	9,1	9,8	8,1	8,8	8,7	6,9	5,6	1,9	0,7	2,2	1,7	2,6	2	4	3,1	3,7	3,8	3,6	3,2	2,9	2,6	1,7	1,7	1,5
01-set-2012	1,2	0,4	1,3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0,9	0	1,7	NULL	2,3	2,7	2,8	2,8	3,1	2,9	3	2,7	3,6
02-set-2012	4,3	4,5	3,7	4	4,3	3,5	3,8	3,1	0,8	1,1	0,7	0	0	1,9	1,9	1,8	2	1,6	1,5	1,3	2,3	3	3,3	2,2
03-set-2012	2,6	2,5	1,6	1,3	1,4	4	3,2	2,9	3,2	3,6	2,8	5,7	7,2	6,2	6	4,8	4,8	5,4	6,1	7,1	6,4	8,2	8,4	9,1
04-set-2012	9,7	11,2	11,1	12,5	12,9	13,2	13,3	11,2	12	11,4	9,5	9,7	9,6	11,1	11,3	11,6	13,1	13,9	12,6	13,2	12,7	12,1	12,1	11,5
05-set-2012	11	8,9	9,1	7,7	6,3	4,7	2,7	1,6	0	0,9	1,7	3,2	2,8	3,4	3,4	4,2	2,9	3	3,3	2,9	1,4	0	0,8	2,6
06-set-2012	2,5	1,6	0,1	0,6	0,1	0,6	1,4	2,1	2	2	2,1	2,3	3,8	4,6	3,5	5	5,3	5,5	4,8	5,2	4,4	4,7	5,5	6,7
07-set-2012	6	6,6	7,9	8,9	8,6	8,1	9,8	9,9	8,1	7,7	9,2	9,6	8,3	7,7	9,7	9,4	9,5	10	10,3	8,8	8,2	9,3	8,9	9,3
08-set-2012	9,2	8,3	8,5	8,3	3,1	1,8	1,8	2,1	3,2	3,6	5,1	3,4	2,6	1,5	3,2	6,5	3,3	6,3	2,5	5,4	4,4	6,5	6,6	4
09-set-2012	2,6	2,2	1,4	2,2	2,8	2,6	3,1	2,2	3,2	3,1	1,7	1	1,6	1,7	0,8	3	2,5	3,1	3,2	1,5	2,1	5,8	7,3	6,4
10-set-2012	6,3	7,3	10,1	10,4	10,8	9,3	9,7	10,7	12	11,8	9,8	12,3	10,5	10,3	9,6	10,1	9,8	9,1	8,8	9,4	9,3	9,9	8,7	9,5
11-set-2012	10,2	10,1	10,5	10,6	9	6,7	6,2	3,9	6,5	6,7	7,9	6,7	5,9	4,9	5,1	3	2,5	4	3,3	3,4	3,2	4	4,2	3,4
12-set-2012	3,7	4,6	4,9	4,6	4,9	4,8	4,9	4,9	5	4,9	6	4,4	4,2	4,5	6,4	6	6,3	5,6	5,8	4,6	5,3	5,4	3,8	4,4
13-set-2012	3,3	2,8	2	3,4	3	5,3	1,2	1,7	1,2	1,3	1,7	1,5	1,5	1,7	2,7	3	3,3	3	4	4,9	5,1	5,6	6,5	6,9
14-set-2012	7,9	8,1	7,8	8,4	8,1	8,7	7,8	7,8	10,2	9,3	9,2	9,1	8,6	8,9	8,9	7,9	8,4	8,2	7,7	8,8	9,2	9	10,4	10,7
15-set-2012	10	9,7	9,4	6,3	8,8	8,2	8,6	7,8	7	6,5	6,5	6,3	5,4	5,6	5,1	6,6	6,4	3,2	1,8	2,2	1	2,8	1,8	2,6
16-set-2012	2,2	1,8	3,1	4,2	6	5,9	7,4	6,8	6,4	12,8	4,9	9	9,1	3,2	5,2	2,2	4,6	1,9	3,9	7,8	7,2	3,7	2,4	1,8
17-set-2012	2,8	0,6	2,5	2,2	9,9	1,9	2,1	2,6	0,1	3	2,5	1,9	4	5	4,9	4,6	4	3,5	4,4	2,8	1,3	4,6	5,6	4,4
18-set-2012	5,7	8,4	5	4	7,3	7,5	7,7	6,4	9,7	7,4	8,3	9	4,7	6,8	8,6	8,8	4,7	4,4	7,2	5,2	3,4	6,7	7	8,5
19-set-2012	6,9	6,4	7	5,2	3,8	2,4	2,1	2,6	3,8	5,3	1	2,7	3,9	3,3	5,5	3,2	4,3	5,1	7,8	7,3	10,9	10,4	8,8	5,6
20-set-2012	8,1	8,1	7,5	6,5	6,7	8	7,4	5,7	6,2	6	5,6	6,8	6	6,9	5,9	7	6,2	5,5	4,5	4,5	4	3,7	0,2	0
21-set-2012	2,6	2,1	2,6	5,1	4,1	2,6	4,9	1,7	0,1	0	2	3,6	4,5	4,9	4,3	6,7	7,2	7,5	7,4	6,2	5,7	4,9	2,5	2,3
22-set-2012	1,7	1	0,7	2,1	3	2,6	2,1	2,2	1,7	2,6	2,6	3,7	4,5	5	5,4	6,4	7,8	9,4	8,6	6,5	4	3,5	3,4	7,6
23-set-2012	6	2,1	1,6	1,5	1,9	0,1	1,3	0,9	0,7	0,9	1,2	0	1,3	1,8	3,4	4,2	4,8	5,9	7	8	7,8	9,1	7,9	8,2
24-set-2012	8,5	8,6	7,7	5,1	5,6	6	6	6,7	6	5,1	5,6	5,7	5,5	4,3	4,8	4,7	4,3	4,4	3,9	4,4	4,6	3,2	1,9	1,7
25-set-2012	1,8	5,6	8,5	3,8	4,1	5,3	6,3	6,5	6,6	6,1	4,9	5,3	5,8	6,3	8,6	8,4	9	9,4	8,7	9,3	7,8	5,7	7,8	6,8
26-set-2012	5,1	4,5	7,8	5,8	4,9	5,3	6,9	7,5	6,6	7,3	6,8	6	6,3	6,3	5,9	5,6	5,2	7,4	6,5	3,5	5,8	4,5	3,3	3,1
27-set-2012	3	3,5	2,3	3,2	3,1	3	3,2	1,6	1,4	1,4	2	2	0,5	6,6	6,1	7	7,8	7,1	4,7	5,6	5,6	6,9	9,1	9,3
28-set-2012	10,1	8,1	8,7	10,1	10,1	7	7,5	9	8,9	7,1	6,9	8,3	5,9	5,4	7,1	7,2	8,2	8,2	10,2	10	10,6	9,6	8,6	8,9
29-set-2012	8,2	9,6	8,4	7,2	9,1	8	7,5	8,4	6,4	5	4,4	6,4	8,4	8,8	7,7	10,5	8,9	9,3	9,6	8,6	8,6	9,1	10,8	8,4
30-set-2012	10,6	8,3	9,1	8,9	8,5	7,5	6,9	7,1	6,8	6,6	6,6	6,7	7,7	7,5	7,8	7,9	6,5	6	7,1	6,9	7	7,1	8,6	8
01-out-2012	10	10,3	5,3	8,6	8,6	10	7	7,7	7,2	9,8	8,3	4,8	4,7	3,5	5,8	3,8	3,5	3,6	4,1	2,6	3,9	1,6	1,3	1,4
02-out-2012	1,6	1,8	0	2,8	1,8	0	1,2	1	1,9	2,6	2,8	3,8	4,1	4,2	4,2	4,2	3,1	3,4	2,7	1,5	3,5	1,9	2	1,1
03-out-2012	0,1	1,4	4,6	3,9	3,2	3	2,7	0,6	4,9	6,4	4	5	5	4,7	2,5	4	2,3	1,9	1,8	1,5	0,2	1,9	0	0
04-out-2012	1,4	2,9	2,6	0,2	0	0	0	0	0	0	0,1	3,7	4	4,2	5,7	5,1	4,5	3,1	2,8	1,3	2,9	2,6	2,1	2,2
05-out-2012	0,4	0,1	0,3	0	2	3,4	0,3	2,3	2,6	3,1	2,1	2,3	2	3,1	3,2	4,5	6,9	6,6	8,3	7,1	5,9	6,3	7	7,4
06-out-2012	7,8	7,2	8,9	9,1	8,5	6,8	7,5	6,8	7,1	7,7	6,5	7,4	6,8	9	9	7,4	7,7	6,1	5,5	6	5,9	5,4	4,9	2,5
07-out-2012	1,6	6,2	3,6	2	3,2	4,6	5,2	6	4,7	4,2	4,4	4,9	5	5,4	4,8	6,1	6,3	6,4	7,1	6,8	6,3	5,9	1,1	1,7
08-out-2012	4,3	4,6	2,8	1,4	2,6	2,1	3,8	6,1	5,3	5	5,9	7,1	7	6,7	6,7	7,7	6,2	6,2	5,4	5,7	3,4	2,7	2,7	1,5
09-out-2012	3,1	5,6	5,7	4,2	3,9	3,1	2	1,2	0,8	1,4	1,1	2,3	2,1	2,6	2,7	2,6	1,9	2,6	2,6	2,9	2,9	2,3	2,2	0,7
10-out-2012	1	2,2	2,4	0,3	0,1	1,6	2,5	1,8	0,7	1	1,6	2,4	2,6	3,4	4,1	4,2	3,6	4,4	13,3	9,4	9,3	9,4	6,6	4,7
11-out-2012	5,6	5,6	5,9	5,4	7,5	6,9	8,2	6,8	7,5	9	9,6	8,8	8,8	9	8,9	8,6	7,5	7,3	8,1	7,6	7,7	7,3	7,3	8
12-out-2012	8,1	8,5	9,5	9,1	9,2	9	10,3	8,2	8,6	8,5	8,9	8,8	8,9	9,4	8,1	8,3	7,5	8,4	8,4	7,8	8,2	7,9	9,2	9,1
13-out-2012	10	9,1	8,8	11,2	10,3	8,7	8,3	8,4	6,1	4,8	4,9	4,9	6,1	5,9	5,8	5,9	5,9	7,9	9,2	10,4	10,7	10,8	11	10,2
